Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Adult OAB-NC - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/efficacy,header_chrome,default,templateIds: tpl_57
Adult OAB-NC - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult OAB-NC Adult OAB-NC Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor S…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/efficacy,main_region_0,default,templateIds: tpl_57
Adult OAB-NC - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: SIGNIFICANT, PROVEN REDUCTION IN WEEKLY URINARY INCONTINENCE (UI) EPISODES AT WEEK 6: BOTOX® cut leakage episodes by mor…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/efficacy,columns,default,templateIds: tpl_57
Adult OAB-NC - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,"Major content region in main (div). Preview: In an other endpoint, a proportion of patients were seen to achieve at least: 50%, 75%, and Up to 100% Reduction in Week…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/efficacy,main_region_2,default,templateIds: tpl_57
Adult OAB-NC - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,"Major content region in main (div). Preview: BOTOX® Achieved More Than 2 Times the Improvement in QOL3,4 Secondary endpoint: Change from baseline in overall I-QOL sc…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/efficacy,main_region_3,default,templateIds: tpl_57
Adult OAB-NC - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 4,Major content region in main (div). Preview: Daily Leakage Reduction Over 3 Years With BOTOX® in the Open-Label Extension6 UI Episodes/Day BOTOX® 200-UNIT TREATMENT …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/efficacy,main_region_4,default,templateIds: tpl_57
Adult OAB-NC - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/efficacy,site_footer,default,templateIds: tpl_57
Reset-Password,Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/reset-password,header_chrome,default,templateIds: tpl_58
Reset-Password,columns,Major content region in main (div). Preview: Reset Password Enter your new password below. *Required. // Editor evaluates this script and if the clientlib is not loa…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/reset-password,columns,default,templateIds: tpl_58
Reset-Password,Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/reset-password,site_footer,default,templateIds: tpl_58
Blepharospasm - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/dosing,header_chrome,default,templateIds: tpl_59
Blepharospasm - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Blepharospasm Blepharospasm Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/dosing,main_region_0,default,templateIds: tpl_59
Blepharospasm - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Blepharospasm dosing information The initial recommended dose is 1.25 Units to 2.5 Units (0.05 mL to 0.1 mL volume at ea…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/dosing,columns,default,templateIds: tpl_59
Blepharospasm - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/dosing,site_footer,default,templateIds: tpl_59
Forgot Password | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/forgot-password,header_chrome,default,templateIds: tpl_60
Forgot Password | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,"Major content region in main (div). Preview: Forgot Your Password? Enter your email address, and we’ll send you a link to reset your password. *Required. // Editor e…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/forgot-password,main_region_0,default,templateIds: tpl_60
Forgot Password | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/forgot-password,site_footer,default,templateIds: tpl_60
Pediatric OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/dosing,header_chrome,default,templateIds: tpl_61
Pediatric OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Pediatric OAB-NC Pediatric OAB-NC Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/dosing,main_region_0,default,templateIds: tpl_61
Pediatric OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 1,"Major content region in main (div). Preview: Recommended dosing BOTOX® FDA approval is based on a recommended total dose of 200 Units in patients ≥ 34 kg, and 6 Unit…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/dosing,main_region_1,default,templateIds: tpl_61
Pediatric OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Reconstitution and dilution guidelines for patients with body weight < 34 kg Body weight (kg) SWIPE 12 to less than 14 1…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/dosing,columns,default,templateIds: tpl_61
Pediatric OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/dosing,site_footer,default,templateIds: tpl_61
sitemap,Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/sitemap,header_chrome,default,templateIds: tpl_62
sitemap,Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/sitemap,site_footer,default,templateIds: tpl_62
Nurse Practitioner (Maureen) Chronic Migraine Crystal Clear Moments Video | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/nurse--maureen--chronic-migraine-crystal-clear-moments-video,header_chrome,default,templateIds: tpl_63
Nurse Practitioner (Maureen) Chronic Migraine Crystal Clear Moments Video | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Nurse Practitioner (Maureen) Chronic Migraine Crystal Clear Moments Video This video centers on a nurse practitioner rel…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/nurse--maureen--chronic-migraine-crystal-clear-moments-video,main_region_0,default,templateIds: tpl_63
Nurse Practitioner (Maureen) Chronic Migraine Crystal Clear Moments Video | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/nurse--maureen--chronic-migraine-crystal-clear-moments-video,site_footer,default,templateIds: tpl_63
Blepharospasm - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/patient-id,header_chrome,default,templateIds: tpl_64
Blepharospasm - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Blepharospasm Blepharospasm Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/patient-id,main_region_0,default,templateIds: tpl_64
Blepharospasm - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 1,"Major content region in main (div). Preview: Definition Blepharospasm means spasm of the eyelid1 It is characterized by involuntary, repetitive eyelid closure caused…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/patient-id,main_region_1,default,templateIds: tpl_64
Blepharospasm - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,"Major content region in main (div). Preview: Patient characteristics Blepharospasm is relatively rare with a prevalence of 1.6-13.3 per 100,000 people2 Onset usually…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/patient-id,main_region_2,default,templateIds: tpl_64
Blepharospasm - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: COMMON SYMPTOMS3 Dry eyes Light sensitivity Ocular pain Increased blinking Eyelid spasms Eye irritation…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/patient-id,columns,default,templateIds: tpl_64
Blepharospasm - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/patient-id,site_footer,default,templateIds: tpl_64
Adult OAB-NC - Resources | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/resources,header_chrome,default,templateIds: tpl_65
Adult OAB-NC - Resources | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult OAB-NC Adult OAB-NC Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor S…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/resources,main_region_0,default,templateIds: tpl_65
Adult OAB-NC - Resources | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: window.coveosearch={ coveoHostedSearchPageId:'21156d4b-eaed-41cb-841e-29e2e263e634' }…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/resources,columns,default,templateIds: tpl_65
Adult OAB-NC - Resources | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/resources,site_footer,default,templateIds: tpl_65
Adult OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/dosing,header_chrome,default,templateIds: tpl_66
Adult OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult OAB-NC Adult OAB-NC Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor S…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/dosing,main_region_0,default,templateIds: tpl_66
Adult OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: The BOTOX® procedure1 Placed directly into the detrusor muscle using a cystoscope 30 intradetrusor injections of 1 mL 6.…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/dosing,columns,default,templateIds: tpl_66
Adult OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 3,Major content region in main (div). Preview: Important treatment considerations1 Patient must not have a urinary tract infection (UTI) at the time of treatment Patie…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/dosing,main_region_3,default,templateIds: tpl_66
Adult OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 4,Major content region in main (div). Preview: Reconstitution and dilution guidelines Transcript Download reconstitution and dilution guide Download Download equipment…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/dosing,main_region_4,default,templateIds: tpl_66
Adult OAB-NC - Dosing and Administration | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/dosing,site_footer,default,templateIds: tpl_66
Overactive Bladder - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/dosing,header_chrome,default,templateIds: tpl_67
Overactive Bladder - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Overactive Bladder Overactive Bladder Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Se…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/dosing,main_region_0,default,templateIds: tpl_67
Overactive Bladder - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: BOTOX® procedure overview Procedure performed in a familiar setting Patient time in office: 30 to 60 minutes1,2 Local an…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/dosing,columns,default,templateIds: tpl_67
Overactive Bladder - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 5,Major content region in main (div). Preview: Watch a video about reconstitution and dilution guidelines Transcript Download reconstitution and dilution guide Downloa…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/dosing,main_region_5,default,templateIds: tpl_67
Overactive Bladder - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/dosing,site_footer,default,templateIds: tpl_67
Overactive Bladder - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/resources,header_chrome,default,templateIds: tpl_68
Overactive Bladder - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Overactive Bladder Overactive Bladder Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Se…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/resources,main_region_0,default,templateIds: tpl_68
Overactive Bladder - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: window.coveosearch={ coveoHostedSearchPageId:'21156d4b-eaed-41cb-841e-29e2e263e634' }…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/resources,columns,default,templateIds: tpl_68
Overactive Bladder - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab/resources,site_footer,default,templateIds: tpl_68
Blepharospasm - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/efficacy,header_chrome,default,templateIds: tpl_69
Blepharospasm - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Blepharospasm Blepharospasm Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/efficacy,main_region_0,default,templateIds: tpl_69
Blepharospasm - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: Rapid and significant symptom improvement with BOTOX® treatment1,2 In an open-label study, 93% of patients treated with …",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/efficacy,columns,default,templateIds: tpl_69
Blepharospasm - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Clinical improvements Mean scores for lid and brow spasm and lid force in patients with Blepharospasm before and after t…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/efficacy,main_region_2,default,templateIds: tpl_69
Blepharospasm - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,"Major content region in main (div). Preview: Treating the first BOTOX® patients Hear what it was like treating the first Blepharospasm patients from Dr. Alan Scott, …",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/efficacy,main_region_3,default,templateIds: tpl_69
Blepharospasm - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm/efficacy,site_footer,default,templateIds: tpl_69
Pediatric OAB-NC - Safety | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/safety,header_chrome,default,templateIds: tpl_70
Pediatric OAB-NC - Safety | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Pediatric OAB-NC Pediatric OAB-NC Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/safety,main_region_0,default,templateIds: tpl_70
Pediatric OAB-NC - Safety | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Established safety profile in patients aged 5 to 17 years1 SAFETY PROFILE The most frequently reported adverse reactions…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/safety,columns,default,templateIds: tpl_70
Pediatric OAB-NC - Safety | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/safety,site_footer,default,templateIds: tpl_70
Adult OAB-NC - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/patient-id,header_chrome,default,templateIds: tpl_71
Adult OAB-NC - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult OAB-NC Adult OAB-NC Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor S…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/patient-id,main_region_0,default,templateIds: tpl_71
Adult OAB-NC - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: OAB due to a neurologic condition is common Estimated prevalence of detrusor overactivity2,* Multiple Sclerosis (MS) Spi…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/patient-id,columns,default,templateIds: tpl_71
Adult OAB-NC - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,"Major content region in main (div). Preview: Cause of OAB due to a neurologic condition Neurologic conditions (eg, multiple sclerosis, spinal cord injury) interfere …",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/patient-id,main_region_3,default,templateIds: tpl_71
Adult OAB-NC - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo/patient-id,site_footer,default,templateIds: tpl_71
Pediatric OAB-NC - Patient Identification| BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/patient-id,header_chrome,default,templateIds: tpl_72
Pediatric OAB-NC - Patient Identification| BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Pediatric OAB-NC Pediatric OAB-NC Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/patient-id,main_region_0,default,templateIds: tpl_72
Pediatric OAB-NC - Patient Identification| BOTOX ONE®| BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Identifying appropriate pediatric patients with OAB due to a neurologic condition for BOTOX® treatment…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-ndo/patient-id,columns,default,templateIds: tpl_72
